## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 컬럼명 : CHAR	NE_TAG
## klue-ner-v1_train_00000_wikitree	특히 <영동고속도로:LC> <강릉:LC> 방향 <문막휴게소:LC>에서 <만종분기점:LC>까지 <5km:QT> 구간에는 승용차 전용 임시 갓길차로제를 운영하기로 했다.
침	I-OG
례	I-OG
회	I-OG
(	O
일	O
명	O
 	O
구	B-OG
원	I-OG
파	I-OG
)	O
 	O
여	O
신	O
도	O
 	O
신	B-PS
모	O
(	O
3	B-QT
3	I-QT
·	O
구	O
속	O
기	O
소	O
)	O
씨	O
 	O
외	O
에	O
 	O
유	B-PS
씨	O
들	O
 	O
돕	O
던	O
 	O
제	B-QT
3	I-QT
의	O
 	O
조	O
력	O
자	O
는	O
 	O
없	O
었	O
다	O
고	O
도	O
 	O
주	O
장	O
했	O
다	O
.	O

## klue-ner-v1_train_00362_nsmc	런닝맨 <지효:PS>언니하고 응급남녀 <지효:PS>하고다른것 같아요.
런	O
닝	O
맨	O
 	O
지	B-PS
효	I-PS
언	O
니	O
하	O
고	O
 	O
응	O
급	O
남	O
녀	O
 	O
지	B-PS
효	I-PS
하	O
고	O
다	O
른	O
것	O
 	O
같	O
아	O
요	O
.	O

## klue-ner-v1_train_00363_wikitree	<조용필:PS>씨는 청각 장애인들을 돕는 '쏘나타 더 브릴리언트 사운드 프로젝트’에 적극적으로 참여하고 싶다는 의사를 밝히면서 "뮤직시트에 맞게 재탄생된 '바운스’ 노래가 청각 장애인들에게 큰 감동을 전할 수 있게 되길 바란다”고 했습니다.
조	B-PS
용	I-PS
필	I-PS
씨	O
는	O
 	O
청	O
각	O
 	O
장	O
애	O
인	O
들	O
을	O
 	O
돕	O
는	O
 	O
'	O
쏘	O
나	O
타	O
 	O
더	O
 	O
브	O
릴	O
리	O
언	O
트	O
 	O
사	O
운	O
드	O
 	O
프	O
로	O
젝	O
트	O
’	O
에	O
 	O
적	O
극	O
적	O
으	O
로	O
 	O
참	O
여	O
하	O
고	O
 	O
싶	O
다	O
는	O
 	O
의	O
사	O
를	O
 	O
밝	O
히	O
면	O
서	O
 	O
